Molecule_1:CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1; Pred:0.0; Label:0
Molecule_2622:CC(C)Sc1cc(Cc2ccc(N)c(SC(C)C)c2)ccc1N; Pred:1.0; Label:1
Molecule_2623:Cc1ccc2cc3ccccc3c(C)c2c1; Pred:1.0; Label:1
Molecule_2624:O=[N+]([O-])C1=Cc2cc3cc4ccccc4cc3c3cccc1c23; Pred:1.0; Label:1
Molecule_2625:CCCCOC(=O)/C=C/c1ccc([N+](=O)[O-])o1; Pred:1.0; Label:1
Molecule_2626:Cc1ccc2nc3n(C)c4ccccc4c(C)c-3c2c1; Pred:1.0; Label:1
Molecule_2627:Cc1cccc2c([N+](=O)[O-])cccc12; Pred:1.0; Label:1
Molecule_2628:C=CC(=O)OCCCl; Pred:0.0; Label:1
Molecule_2629:COC(=O)Nc1nc2ccc(/C(=N/O)c3ccc(F)cc3)cc2[nH]1; Pred:0.0; Label:1
Molecule_2630:COC(=O)/C(C)=C/c1ccc([N+](=O)[O-])o1; Pred:1.0; Label:1
Molecule_2631:Cc1c2ccccc2c(C)c2c1ccc1ccccc12; Pred:1.0; Label:1
Molecule_2632:CN(C)c1ccc(/N=N/c2ccc3[nH]ncc3c2)cc1; Pred:1.0; Label:1
Molecule_2633:Cc1ccc(C(=O)Cl)cc1; Pred:1.0; Label:1
Molecule_2634:O=[N+]([O-])c1c(Cl)c(Cl)c2c(c1Cl)Oc1cc(Cl)c(Cl)cc1O2; Pred:1.0; Label:1
Molecule_2635:BrC(Br)C(Br)Br; Pred:1.0; Label:1
Molecule_2636:COc1cccc(/C=C/c2ccc(N)cc2)c1; Pred:1.0; Label:1
Molecule_2637:c1ccc([C@H]2CO2)cc1; Pred:1.0; Label:1
Molecule_2638:Cn1cnc(-c2ccccc2)c1N=O; Pred:1.0; Label:1
Molecule_2639:ClC(Cl)c1ccccc1; Pred:1.0; Label:1
Molecule_2640:COC(=O)c1c2c(c3ccccc3c1O)OC(C)(C)C=C2; Pred:1.0; Label:1
Molecule_2641:O=C1/C(=C2/Nc3ccccc3C2=O)Nc2ccccc21; Pred:1.0; Label:1
Molecule_2642:O=NN1CCCC1; Pred:1.0; Label:1
Molecule_2643:O=C1NC(=O)C(CBr)=C1Cl; Pred:1.0; Label:1
Molecule_2644:CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3oc12; Pred:1.0; Label:1
Molecule_2645:Cc1cc(C)c(CN2C3c4ccccc4-c4ccccc4C32)c(C)c1; Pred:1.0; Label:1
Molecule_2646:CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12; Pred:0.0; Label:1
Molecule_2647:O=[N+]([O-])c1cc2c(cc3ccc4cccc5ccc2c3c45)o1; Pred:1.0; Label:1
Molecule_2648:CC1c2ccccc2-c2ccc(F)cc21; Pred:1.0; Label:1
Molecule_2649:OC1CC=Cc2c1cc1ccc3cccc4ccc2c1c34; Pred:1.0; Label:1
Molecule_2650:CCCOc1cc(/N=N/c2ccc(N(CC)CC)cc2)ccc1N/N=C1\C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-]; Pred:1.0; Label:1
Molecule_2651:CCN(CC)c1ccc(/N=N/c2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(NC(C)=O)c1; Pred:1.0; Label:1
Molecule_2652:O=[N+]([O-])c1c(-c2ccc(Cl)cc2)nc2n1CCS2; Pred:1.0; Label:1
Molecule_2653:O=[N+]([O-])c1ccc2c3c(c(O)ccc13)-c1ccccc1-2; Pred:1.0; Label:1
Molecule_2654:CC(C)(O)CCc1ccc(O)c2c(=O)c3c(O)c4c(cc3oc12)O[C@H]1OC=C[C@@]41O; Pred:1.0; Label:1
Molecule_2655:O=C(O)/C=C/c1ccc([N+](=O)[O-])o1; Pred:1.0; Label:1
Molecule_2656:OO; Pred:1.0; Label:1
Molecule_2657:Oc1cc2ccccc2c2ccccc12; Pred:1.0; Label:1
Molecule_2658:Cc1cccc2cc3c(cc12)-c1cccc2cccc-3c12; Pred:1.0; Label:1
Molecule_2659:Nc1ccc(/C=C/c2cccc(Cl)c2)cc1; Pred:1.0; Label:1
Molecule_2660:CNC(=O)N(O)C(C)=O; Pred:1.0; Label:1
Molecule_2661:O=CCC=O; Pred:1.0; Label:1
Molecule_2662:[N-]=[N+]=NC[C@H](CO)Cc1ccccc1; Pred:1.0; Label:1
Molecule_2663:ClCCCBr; Pred:1.0; Label:1
Molecule_2664:O=C(Cl)c1ccc(C(=O)Cl)cc1; Pred:1.0; Label:1
Molecule_2665:O=C(O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-]; Pred:1.0; Label:1
Molecule_2666:Cc1cc(C)c(N)c(C)c1N; Pred:1.0; Label:1
Molecule_2667:C[Si](C)(C)CN=[N+]=[N-]; Pred:1.0; Label:1
Molecule_2668:COc1ccc2c(c1)-c1nccc3cc(OC)c(O)c(c13)C2=O; Pred:1.0; Label:1
Molecule_2669:O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21; Pred:1.0; Label:1
Molecule_2670:CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3[nH]c12; Pred:1.0; Label:1
Molecule_2671:Cc1cc(Nc2ccc(O)cc2)ccc1N; Pred:0.0; Label:1
Molecule_2672:ClCCl; Pred:1.0; Label:1
Molecule_2673:COc1cccc2c1OC1(C)OOC21C; Pred:1.0; Label:1
Molecule_2674:O=[N+]([O-])c1cccc2c1[nH]c1ccccc12; Pred:1.0; Label:1
Molecule_2675:CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O; Pred:1.0; Label:1
Molecule_2676:Cc1ccccc1C(=O)Cl; Pred:1.0; Label:1
Molecule_2677:CC/C=C\C=C/C=C\C=C/C=C\OCC(O)CO; Pred:1.0; Label:1
Molecule_2678:COc1cccc2c1C(=O)c1ccccc1C2=O; Pred:1.0; Label:1
Molecule_2679:COc1cc(N)c(OC)cc1N; Pred:1.0; Label:1
Molecule_2680:O=c1oc2c([N+](=O)[O-])ccc3ccc4cccc1c4c32; Pred:1.0; Label:1
Molecule_2681:O=C1CCOP(=O)(N(CCCl)CCCl)N1; Pred:1.0; Label:1
Molecule_2682:O[C@@H]1[C@@H]2O[C@@H]2c2c(cc3ccc4cccc5ccc2c3c45)[C@H]1O; Pred:1.0; Label:1
Molecule_2683:Cc1cc2cc3ccccc3c3ccc4cccc1c4c23; Pred:1.0; Label:1
Molecule_2684:CCCOc1ccc(N)cc1N; Pred:1.0; Label:1
Molecule_2685:COc1c2ccoc2nc2c(O)cccc12; Pred:1.0; Label:1
Molecule_2686:COc1cc(/N=N/c2ccc(N(CCO)CCO)cc2)ccc1N/N=C1\C(=O)c2cc(N)ccc2C=C1S(=O)(=O)[O-]; Pred:1.0; Label:1
Molecule_2687:O=c1c2cc(O)ccc2oc2cc(O)cc(O)c12; Pred:1.0; Label:1
Molecule_2688:O=[N+]([O-])c1cc2ccc3cccc4ccc(c1)c2c34; Pred:1.0; Label:1
Molecule_2689:Cc1cc2c(C)c3ccccc3c(C)c2cc1C; Pred:1.0; Label:1
Molecule_2690:Cc1cc2ccc3cc4ccccc4c4ccc(c1)c2c34; Pred:1.0; Label:1
Molecule_2691:O=[N+]([O-])c1ccc2c(c1)oc1ccccc12; Pred:1.0; Label:1
Molecule_2692:OC[C@@H]1O[C@H](n2cnc3c(=S)nc[nH]c32)[C@@H](O)[C@H]1O; Pred:0.0; Label:1
Molecule_2693:CC(=O)C=O; Pred:1.0; Label:1
Molecule_2694:CC(=O)Nc1nc2c3cccnc3cc(C)c2n1C; Pred:1.0; Label:1
Molecule_2695:Cc1cc(-c2cc3c(cc2F)n2c(=O)n(O)c(=O)cc2n3C2CC2)cc(C)n1; Pred:1.0; Label:1
Molecule_2696:COc1cc(OC)c2c(c1)O[C@@H]1OC=C[C@H]21; Pred:1.0; Label:1
Molecule_2697:CCN(CCCl)c1ccc(CCCNc2c3ccccc3nc3ccccc23)cc1; Pred:1.0; Label:1
Molecule_2698:O=C(C(Cl)Cl)N1CCN(c2ncc([N+](=O)[O-])s2)C1=O; Pred:1.0; Label:1
Molecule_2699:CC(C)OC(=O)/C=C/c1ccc([N+](=O)[O-])o1; Pred:1.0; Label:1
Molecule_2700:O=C(Nc1ccccc1[N+](=O)[O-])c1csc([N+](=O)[O-])c1; Pred:1.0; Label:1
Molecule_2701:O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]; Pred:1.0; Label:1
Molecule_2702:O=C(O)/C(Cl)=C(\CCl)C(Cl)Cl; Pred:1.0; Label:1
Molecule_2703:Cc1c2ccccc2c(COS(=O)(=O)[O-])c2ccc3ccccc3c12; Pred:1.0; Label:1
Molecule_2704:C#CCO; Pred:0.0; Label:1
Molecule_2705:[N-]=[N+]=Nc1ccc2c(Nc3ccc(C(=O)O)cc3)c3ccccc3nc2c1; Pred:1.0; Label:1
Molecule_2706:C(CCOCC1CO1)COCC1CO1; Pred:1.0; Label:1
Molecule_2707:c1ccc2c(c1)-c1cc3ccccc3c3cc4ccccc4c-2c13; Pred:1.0; Label:1
Molecule_2708:Oc1cccc2ccccc12; Pred:1.0; Label:1
Molecule_2709:CCC(C)COC(=O)/C=C/c1ccc(/N=C/c2ccc(OC)cc2)cc1; Pred:1.0; Label:1
Molecule_2710:CCCC/C=C/C=C/C=C/C=C/C=C/OC[C@@H](O)CO; Pred:1.0; Label:1
Molecule_2711:CNc1ncn(C)c1C(=O)N(C)N=O; Pred:1.0; Label:1
Molecule_2712:CCC(C)OC(=O)/C=C/c1ccc([N+](=O)[O-])o1; Pred:1.0; Label:1
Molecule_2713:Nc1ccc(-c2ccc(N)c([N+](=O)[O-])c2)cc1; Pred:1.0; Label:1
Molecule_2714:Nc1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1; Pred:1.0; Label:1
Molecule_2715:CC(=O)OCc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O; Pred:1.0; Label:1
Molecule_2716:O=C1OC(=C(Cl)Cl)C=C1Cl; Pred:1.0; Label:1
Molecule_2717:CC(=O)OCc1c2ccccc2cc2c1ccc1ccccc12; Pred:1.0; Label:1
Molecule_2718:CC1CN(N=O)CC(C)O1; Pred:1.0; Label:1
Molecule_2719:Cn1c(N)nc2c3cccnc3ccc21; Pred:1.0; Label:1
Molecule_2720:c1ccc2c(c1)-c1cccc3cc4ccccc4c-2c13; Pred:1.0; Label:1
Molecule_2721:BrCc1ccccc1; Pred:0.0; Label:1
Molecule_2722:CCOc1ccc(NO)cc1; Pred:1.0; Label:1
Molecule_2723:c1ccc2c(c1)ccc1cc3ccc4ccncc4c3cc12; Pred:1.0; Label:1
Molecule_2724:COc1cccc2c1cc1c3c(cc4c(c32)OCO4)C(=O)N1; Pred:1.0; Label:1
Molecule_2725:CCNc1ccc(O)cc1; Pred:1.0; Label:1
Molecule_2726:COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1; Pred:1.0; Label:1
Molecule_2727:COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccc(N=[N+]=[N-])cc2nc2c(C)cccc12; Pred:1.0; Label:1
Molecule_2728:Cc1cccc(NO)c1; Pred:1.0; Label:1
Molecule_2729:Fc1cc2cccnc2c2cccnc12; Pred:1.0; Label:1
Molecule_2730:CC(=O)Oc1ccc2c(c1)C1(C)OOC1(C)O2; Pred:1.0; Label:1
Molecule_2731:O=NN(c1ccc([N+](=O)[O-])cc1)C1OC[C@@H](O)[C@@H](O)[C@@H]1O; Pred:1.0; Label:1
Molecule_2732:CCc1c2ccccc2cc2c1ccc1ccccc12; Pred:1.0; Label:1
Molecule_2733:COc1ccc2c(cc3c4c(cc5c(c42)OCO5)C(=O)C(=O)N3C)c1OC; Pred:1.0; Label:1
Molecule_2734:CC1=Cc2nc3c(ccc4ccccc43)c(C)c2[C@H](O)[C@H]1O; Pred:1.0; Label:1
Molecule_2735:Cl[Mn]Cl; Pred:1.0; Label:1
Molecule_2736:CC/C=C/C=C/C=C/C=C/C=C/OC; Pred:1.0; Label:1
Molecule_2737:NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1; Pred:1.0; Label:1
Molecule_2738:Fc1cc2cccnc2c2ncccc12; Pred:1.0; Label:1
Molecule_2739:Nc1cccc2cnsc12; Pred:1.0; Label:1
Molecule_2740:O[C@H]1c2ccc3cccnc3c2[C@H]2O[C@H]2[C@@H]1O; Pred:1.0; Label:1
Molecule_2741:O=[N+]([O-])c1ccc2c3c(cccc13)C=C2; Pred:1.0; Label:1
Molecule_2742:CN(C)c1ccc(/N=N/c2cccc(CCl)c2)cc1; Pred:1.0; Label:1
Molecule_2743:c1ccc2cc(OCC3CO3)ccc2c1; Pred:1.0; Label:1
Molecule_2744:C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C; Pred:0.0; Label:1
Molecule_2745:Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]; Pred:1.0; Label:1
Molecule_2746:Cc1cc(/N=N/c2ccccc2)c(N)cc1N; Pred:1.0; Label:1
Molecule_2747:Nc1ccc(N)c2c1C(=O)c1c(N)ccc(N)c1C2=O; Pred:1.0; Label:1
Molecule_2748:Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1; Pred:1.0; Label:1
Molecule_2749:C1O[C@@H]1[C@H]1CO1; Pred:1.0; Label:1
Molecule_2750:Nc1cc2c3c(ccc2c2ccccc12)[C@H](O)[C@@H](O)C=C3; Pred:1.0; Label:1
Molecule_2751:COc1cc2nc3occc3c(OC)c2cc1OC; Pred:1.0; Label:1
Molecule_2752:O=[N+]([O-])c1ccc([N+](=O)[O-])cc1; Pred:1.0; Label:1
Molecule_2753:C[C@@H](Br)C(=O)NCc1ccccc1; Pred:1.0; Label:1
Molecule_2754:Nc1ccc2ccccc2c1; Pred:1.0; Label:1
Molecule_2755:NC(=S)c1c(Cl)cccc1Cl; Pred:1.0; Label:1
Molecule_2756:Nc1ccc2cccnc2c1; Pred:1.0; Label:1
Molecule_2757:Cc1nc2c(C)c(C)c3c(nc(N)n3C)c2nc1C; Pred:1.0; Label:1
Molecule_2758:Cc1ccc(S(=O)(=O)OC[C@H]2CO2)cc1; Pred:1.0; Label:1
Molecule_2759:CCn1c(N)nc2c3nc(C)cnc3ccc21; Pred:1.0; Label:1
Molecule_2760:CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3; Pred:1.0; Label:1
Molecule_2761:c1ccc2c(c1)cc1c3c2ccc2cccc(c23)C1; Pred:1.0; Label:1
Molecule_2762:O=Cc1ccc(COS(=O)(=O)O)o1; Pred:0.0; Label:1
Molecule_2763:[H]/N=C(\N)N(CCCCN=C(N)N)CCCCNC(=O)c1csc(-c2csc(CCNC(=O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c3nc(C(CC(N)=O)NCC(N)C(N)=O)nc(N)c3C)C(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(OC(N)=O)C3O)c3cnc[nH]3)C(C)O)n2)n1; Pred:1.0; Label:1
Molecule_2764:[O-][n+]1cc2cnccc2cn1; Pred:0.0; Label:1
Molecule_2765:O=c1c(=O)c2ccc([N+](=O)[O-])c3ccc4cccc1c4c32; Pred:1.0; Label:1
Molecule_2766:CN(N=O)/C(N)=N/[N+](=O)[O-]; Pred:1.0; Label:1
Molecule_2767:O=[N+]([O-])c1ccc2c3c4c(cccc4c4ccccc4c13)C1OC21; Pred:1.0; Label:1
Molecule_2768:CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C#N)cc1; Pred:1.0; Label:1
Molecule_2769:CCOc1ccc(N)cc1N; Pred:1.0; Label:1
Molecule_2770:COc1nsc2cc(OCC3CO3)ccc12; Pred:1.0; Label:1
Molecule_2771:COS(=O)(=O)OC; Pred:1.0; Label:1
Molecule_2772:Cc1ccc([N+]#N)cc1; Pred:1.0; Label:1
Molecule_2773:CC(=O)c1ccco1; Pred:0.0; Label:1
Molecule_2774:O=[N+]([O-])c1ccc(NO)cc1; Pred:1.0; Label:1
Molecule_2775:COc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1OC; Pred:1.0; Label:1
Molecule_2776:O=C(Nc1ccc(F)cc1)c1csc([N+](=O)[O-])c1; Pred:1.0; Label:1
Molecule_2777:COc1nsc2cc([N+](=O)[O-])ccc12; Pred:1.0; Label:1
Molecule_2778:COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@H]3O[C@H]1C[C@@H](N)[C@@H](O)[C@@H](C)O1; Pred:1.0; Label:1
Molecule_2779:OC/C=C/Cl; Pred:1.0; Label:1
Molecule_2780:O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12; Pred:1.0; Label:1
Molecule_2781:O=[Se](=O)([O-])[O-]; Pred:1.0; Label:1
Molecule_2782:CNc1ccc(O)cc1; Pred:1.0; Label:1
Molecule_2783:CCOc1ccccc1[N+](=O)[O-]; Pred:0.0; Label:1
Molecule_2784:Oc1ccc2c(O)c3ccccc3cc2c1O; Pred:1.0; Label:1
Molecule_2785:COCc1ccc([N+]#N)cc1; Pred:1.0; Label:1
Molecule_2786:CS(=O)(=O)OCC(O)C(O)COS(C)(=O)=O; Pred:1.0; Label:1
Molecule_2787:Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-]; Pred:1.0; Label:1
Molecule_2788:CCc1cc(-c2ccccc2)ccc1N; Pred:1.0; Label:1
Molecule_2789:CC(Br)C(=O)NCc1ccccc1; Pred:1.0; Label:1
Molecule_2790:CN(C)c1ccc(/N=N/c2ccc(S(=O)(=O)[O-])cc2)cc1; Pred:1.0; Label:1
Molecule_2791:Cc1ccc2cc3ccc4ccccc4c3nc2c1; Pred:1.0; Label:1
Molecule_2792:O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1; Pred:1.0; Label:1
Molecule_2793:O=S(=O)([O-])OCc1c2ccccc2c(CO)c2c1ccc1ccccc12; Pred:1.0; Label:1
Molecule_2794:CN(CCCC(=O)O)N=O; Pred:1.0; Label:1
Molecule_2795:Cc1ccc(-c2nc3n(c2[N+](=O)[O-])CCS3)cc1; Pred:1.0; Label:1
Molecule_2796:N#Cc1cccc(/C=C/c2ccc([N+](=O)[O-])cc2)c1; Pred:1.0; Label:1
Molecule_2797:Cc1cc(C)c(N)cc1C; Pred:0.0; Label:1
Molecule_2798:CNC(=O)Oc1ccc(-c2ccccc2)cc1; Pred:0.0; Label:1
Molecule_2799:Nc1cccc2nc3ccccc3nc12; Pred:1.0; Label:1
Molecule_2800:O=[Mn](=O)(=O)[O-]; Pred:1.0; Label:1
Molecule_2801:CC(=O)Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl; Pred:1.0; Label:1
Molecule_2802:NC(=O)c1csc([N+](=O)[O-])c1; Pred:1.0; Label:1
Molecule_2803:Cc1ccc(OS(=O)(=O)C(C)C)cc1; Pred:1.0; Label:1
Molecule_2804:CC(=O)O[C@@H]1[C@@H](OC23C=C(C)C4(CC4)C(C)(O)C2C(=O)C(C)(C)C3)O[C@@H](CO)[C@H](OC(=O)/C=C/c2ccc(O)cc2)[C@H]1O; Pred:1.0; Label:1
Molecule_2805:CC1=C2C(=CC(C)(C)C2O)C(=O)C(C)(O)C12CC2; Pred:1.0; Label:1
Molecule_2806:C[C@@H]1O[C@H]1C; Pred:1.0; Label:1
Molecule_2807:CC1OC1C; Pred:1.0; Label:1
Molecule_2808:OCCCCCl; Pred:1.0; Label:1
Molecule_2809:O=[N+]([O-])c1ccc2cc3c(cc2c1)C=C[C@@H](O)[C@@H]3O; Pred:1.0; Label:1
Molecule_2810:CCOC(/C=C(\C)CCC=C(C)C)OCC; Pred:1.0; Label:1
Molecule_2811:COc1ccc2c(c1)-c1nccc3cc(OC)c(OC)c(c13)C2=O; Pred:1.0; Label:1
Molecule_2812:O=C1c2c(O)ccc(O)c2C(=O)C2C(O)=CC=C(O)C12; Pred:1.0; Label:1
Molecule_2813:O[C@H]1c2ccc3cc4ccc5ccccc5c4nc3c2[C@@H]2O[C@@H]2[C@H]1O; Pred:1.0; Label:1
Molecule_2814:O=C(/N=c1\sn(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc12)c1ccc([N+](=O)[O-])cc1; Pred:1.0; Label:1
Molecule_2815:O=[N+]([O-])c1cccc2nc3cccc([N+](=O)[O-])c3nc12; Pred:1.0; Label:1
Molecule_2816:O=CCCl; Pred:1.0; Label:1
Molecule_2817:O=[N+]([O-])c1cc2ccc3cc([N+](=O)[O-])cc4ccc(c1)c2c34; Pred:1.0; Label:1
Molecule_2818:O=C(O)C=C(C(Cl)Cl)C(Cl)Cl; Pred:1.0; Label:1
Molecule_2819:S=P(N1CC1)(N1CC1)N1CC1; Pred:1.0; Label:1
Molecule_2820:O=C1NC(c2ccc([N+](=O)[O-])s2)Nc2ccccc21; Pred:1.0; Label:1
Molecule_2821:Cc1cc(-c2ccc(N)c(C)c2)ccc1N; Pred:1.0; Label:1
Molecule_2822:CCCN(N=O)C(N)=O; Pred:1.0; Label:1
Molecule_2823:O=c1c(Cl)c(Cl)cnn1S(=O)(=O)c1ccc([N+](=O)[O-])cc1; Pred:1.0; Label:1
Molecule_2824:COc1ccc2c(c1)C(=O)c1nccc3cc4c(c-2c13)OCO4; Pred:1.0; Label:1
Molecule_2825:N#Cc1cccc(/C=C\c2ccc([N+](=O)[O-])cc2)c1; Pred:1.0; Label:1
Molecule_2826:CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c3ccc(N(CC)CC)cc3[o+]c2c1; Pred:0.0; Label:1
Molecule_2827:O=CN(O)c1ccc(Cl)cc1; Pred:1.0; Label:1
Molecule_2828:COc1c2ccoc2nc2c(OC)c3c(cc12)OCO3; Pred:1.0; Label:1
Molecule_2829:[N-]=[N+]=NCc1ccccc1; Pred:1.0; Label:1
Molecule_2830:Nc1ccc(-c2ccc(N)cc2)cc1; Pred:1.0; Label:1
Molecule_2831:c1cc(OCC2CO2)c2sncc2c1; Pred:1.0; Label:1
Molecule_2832:O=[N+]([O-])C1=Cc2c3ccccc3cc3c2c1cc1ccccc13; Pred:1.0; Label:1
Molecule_2833:Cc1cn2c(N=O)c(-c3ccc([N+](=O)[O-])cc3)nc2s1; Pred:1.0; Label:1
Molecule_2834:COc1ccc(/N=N/c2ccc(N(C)C)cc2)cc1; Pred:1.0; Label:1
Molecule_2835:O=C(CBr)c1oc([N+](=O)[O-])c(Cl)c1Cl; Pred:1.0; Label:1
Molecule_2836:c1cnc2ccc3c(c2c1)C1OC1CC3; Pred:1.0; Label:1
Molecule_2837:Cc1ccc2nc(-c3ccc(N)cc3)sc2c1; Pred:1.0; Label:1
Molecule_2838:Nc1ccc(/N=N/c2cccc(N)c2N)cc1; Pred:1.0; Label:1
Molecule_2839:ONc1ccc(/N=N/c2ccccc2)cc1; Pred:1.0; Label:1
Molecule_2840:C1=CC2CCCCC2c2ccccc21; Pred:1.0; Label:1
Molecule_2841:O=C1C[C@H](O)[C@@H]2c3c(ccc(O)c31)-c1ccc(O)c3c1[C@@]2(O)CCC3=O; Pred:1.0; Label:1
Molecule_2842:COO; Pred:1.0; Label:1
Molecule_2843:O=Nc1cc2c3ccccc3ccc2c2ccccc12; Pred:1.0; Label:1
Molecule_2844:CCCC(=O)OCc1ccc([N+](=O)[O-])cc1; Pred:1.0; Label:1
Molecule_2845:NC(=O)/N=N/C(N)=O; Pred:1.0; Label:1
Molecule_2846:CCCCOc1cc(/N=N/c2ccccc2)ccc1/N=N/c1c(S(=O)(=O)[O-])cc2ccc(N)cc2c1O; Pred:1.0; Label:1
Molecule_2847:CC/C=C/C=C/C=C/C=C/C=C/OC[C@@H](O)CO; Pred:1.0; Label:1
Molecule_2848:O=[N+]([O-])c1ccc2c(c1)-c1cccc3cccc-2c13; Pred:1.0; Label:1
Molecule_2849:Cc1cccc(C)c1NO; Pred:1.0; Label:1
Molecule_2850:c1ccc([C@@H]2N[C@@H]2c2ccccc2)cc1; Pred:1.0; Label:1
Molecule_2851:CC12OOC1(C)c1ccccc1O2; Pred:1.0; Label:1
Molecule_2852:Oc1ccc2ccc3c4c(cc5ccc1c2c53)[C@@H](O)[C@H](O)C=C4; Pred:1.0; Label:1
Molecule_2853:COc1cc(Oc2ccc(Cl)cc2Cl)ccc1N; Pred:1.0; Label:1
Molecule_2854:COc1cc(/N=N/c2ccccc2)ccc1/N=N/c1c(S(=O)(=O)[O-])cc2ccc(N)cc2c1O; Pred:1.0; Label:1
Molecule_2855:CC1=C[C@@H]2CCCC[C@H]2c2ccccc21; Pred:1.0; Label:1
Molecule_2856:CCOc1ccc(N(O)C(=O)CC(C)O)cc1; Pred:1.0; Label:1
Molecule_2857:CCCCOO; Pred:1.0; Label:1
Molecule_2858:O=[N+]([O-])C1=Cc2cccc3c2c1cc1ccc2ccccc2c13; Pred:1.0; Label:1
Molecule_2859:CCCS(=O)(=O)n1ncc(Cl)c(Cl)c1=O; Pred:1.0; Label:1
Molecule_2860:OC/C=C\Cl; Pred:1.0; Label:1
Molecule_2861:CSc1cc(SC)c(N)c(C)c1N; Pred:1.0; Label:1
Molecule_2862:NC(=O)OC[C@H](O)[C@@H](O)[C@H](N)C(=O)N[C@H](C(=O)[O-])[C@H]1O[C@@H](n2cc(C(=O)[O-])c(=O)[nH]c2=O)[C@H](O)[C@@H]1O.[Zn+2]; Pred:0.0; Label:1
Molecule_2863:Oc1c2c3c(ccc4ccc5cccc1c5c43)-c1ccccc1-2; Pred:1.0; Label:1
Molecule_2864:COc1cccc(CN2C3c4ccccc4-c4ccccc4C32)c1; Pred:1.0; Label:1
Molecule_2865:O=C(CCl)CCl; Pred:1.0; Label:1
Molecule_2866:O=C(OC[C@@H]1CO1)c1ccc([N+](=O)[O-])cc1; Pred:1.0; Label:1
Molecule_2867:O=C(CCl)C(Cl)Cl; Pred:1.0; Label:1
Molecule_2868:CCCC(=O)C1c2cccc(O)c2C(=O)c2c(O)cccc21; Pred:1.0; Label:1
Molecule_2869:COc1cc(O)c2c(c1)Cc1cc(C)cc(O)c1C2=O; Pred:1.0; Label:1
Molecule_2870:BrCc1cccc2c1-c1cccc3cccc-2c13; Pred:1.0; Label:1
Molecule_2871:NCCCl; Pred:1.0; Label:1
Molecule_2872:CN(C)c1ccc2nc3ccc(N)cc3[s+]c2c1; Pred:1.0; Label:1
Molecule_2873:Cc1ccc(C(O)(P(=O)(O)O)P(=O)(O)O)cc1N(CCCl)CCCl; Pred:1.0; Label:1
Molecule_2874:CC(=O)OCc1ccc([N+](=O)[O-])cc1; Pred:1.0; Label:1
Molecule_2875:ClCc1c2ccccc2cc2ccccc12; Pred:1.0; Label:1
Molecule_2876:O=C1C[C@@H]2NCCCNCCCCN(CCCN1)C(=O)[C@H]1c3cc2ccc3O[C@H]1c1ccc(O)cc1; Pred:0.0; Label:1
Molecule_2877:O=[N+]([O-])c1ccc2c(c1)nc(/C=N/OCc1ccccc1[N+](=O)[O-])n2Cc1ccc(Cl)cc1Cl; Pred:1.0; Label:1
Molecule_2878:CCN(CC)CCNc1ccc2ncn3c4ccc(O)cc4c(=O)c1c23; Pred:1.0; Label:1
Molecule_2879:CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21; Pred:1.0; Label:1
Molecule_2880:CN(C)CCN(Cc1cccs1)c1ccccn1; Pred:0.0; Label:1
